area_responsecode,form_type,domain,type,filter_key,code,var_purpose,question_description,domain_description,programa,question_split
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ41.dm4_q1_4,fichas,dm4,select_one yesNoNA,keep,dm4_q1_4,,Provedor agendou consultas clínicas mensais nos primeiros 3 meses após o início do TARV?,Seguimento Clínico,TARV Adulto,dm4_q1
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ41.dm4_q1_5,fichas,dm4,select_one yesNoNA,keep,dm4_q1_5,,Provedor agendou consultas clínicas mensais nos primeiros 3 meses após o início do TARV?,Seguimento Clínico,TARV Adulto,dm4_q1
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ41.dm4_q1_6,fichas,dm4,select_one yesNoNA,keep,dm4_q1_6,,Provedor agendou consultas clínicas mensais nos primeiros 3 meses após o início do TARV?,Seguimento Clínico,TARV Adulto,dm4_q1
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ41.dm4_q1_7,fichas,dm4,select_one yesNoNA,keep,dm4_q1_7,,Provedor agendou consultas clínicas mensais nos primeiros 3 meses após o início do TARV?,Seguimento Clínico,TARV Adulto,dm4_q1
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ41.dm4_q1_8,fichas,dm4,select_one yesNoNA,keep,dm4_q1_8,,Provedor agendou consultas clínicas mensais nos primeiros 3 meses após o início do TARV?,Seguimento Clínico,TARV Adulto,dm4_q1
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ41.dm4_q1_9,fichas,dm4,select_one yesNoNA,keep,dm4_q1_9,,Provedor agendou consultas clínicas mensais nos primeiros 3 meses após o início do TARV?,Seguimento Clínico,TARV Adulto,dm4_q1
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ41.dm4_q1_10,fichas,dm4,select_one yesNoNA,keep,dm4_q1_10,,Provedor agendou consultas clínicas mensais nos primeiros 3 meses após o início do TARV?,Seguimento Clínico,TARV Adulto,dm4_q1
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ41.yesCountQ41,fichas,dm4,calculate,keep,yesCountQ41,yesCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ41.noCountQ41,fichas,dm4,calculate,keep,noCountQ41,noCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ41.naCountQ41,fichas,dm4,calculate,keep,naCountQ41,naCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR41.score41_denominator,fichas,dm4,calculate,keep,score41_denominator,countDen,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR41.score41,fichas,dm4,note,remove,score41,question_score,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR41.scoreYes41,fichas,dm4,calculate,keep,scoreYes41,,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR41.scoreNo41,fichas,dm4,calculate,keep,scoreNo41,,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ42.dm4_q2_1,fichas,dm4,select_one yesNoNA,keep,dm4_q2_1,,Estadio da OMS avaliado correctamente na última consulta?,Seguimento Clínico,TARV Adulto,dm4_q2
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ42.dm4_q2_2,fichas,dm4,select_one yesNoNA,keep,dm4_q2_2,,Estadio da OMS avaliado correctamente na última consulta?,Seguimento Clínico,TARV Adulto,dm4_q2
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ42.dm4_q2_3,fichas,dm4,select_one yesNoNA,keep,dm4_q2_3,,Estadio da OMS avaliado correctamente na última consulta?,Seguimento Clínico,TARV Adulto,dm4_q2
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ42.dm4_q2_4,fichas,dm4,select_one yesNoNA,keep,dm4_q2_4,,Estadio da OMS avaliado correctamente na última consulta?,Seguimento Clínico,TARV Adulto,dm4_q2
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ42.dm4_q2_5,fichas,dm4,select_one yesNoNA,keep,dm4_q2_5,,Estadio da OMS avaliado correctamente na última consulta?,Seguimento Clínico,TARV Adulto,dm4_q2
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ42.dm4_q2_6,fichas,dm4,select_one yesNoNA,keep,dm4_q2_6,,Estadio da OMS avaliado correctamente na última consulta?,Seguimento Clínico,TARV Adulto,dm4_q2
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ42.dm4_q2_7,fichas,dm4,select_one yesNoNA,keep,dm4_q2_7,,Estadio da OMS avaliado correctamente na última consulta?,Seguimento Clínico,TARV Adulto,dm4_q2
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ42.dm4_q2_8,fichas,dm4,select_one yesNoNA,keep,dm4_q2_8,,Estadio da OMS avaliado correctamente na última consulta?,Seguimento Clínico,TARV Adulto,dm4_q2
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ42.dm4_q2_9,fichas,dm4,select_one yesNoNA,keep,dm4_q2_9,,Estadio da OMS avaliado correctamente na última consulta?,Seguimento Clínico,TARV Adulto,dm4_q2
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ42.dm4_q2_10,fichas,dm4,select_one yesNoNA,keep,dm4_q2_10,,Estadio da OMS avaliado correctamente na última consulta?,Seguimento Clínico,TARV Adulto,dm4_q2
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ42.yesCountQ42,fichas,dm4,calculate,keep,yesCountQ42,yesCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ42.noCountQ42,fichas,dm4,calculate,keep,noCountQ42,noCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ42.naCountQ42,fichas,dm4,calculate,keep,naCountQ42,naCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR42.score42_denominator,fichas,dm4,calculate,keep,score42_denominator,countDen,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR42.score42,fichas,dm4,note,remove,score42,question_score,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR42.scoreYes42,fichas,dm4,calculate,keep,scoreYes42,,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR42.scoreNo42,fichas,dm4,calculate,keep,scoreNo42,,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ43.dm4_q3_1,fichas,dm4,select_one yesNoNA,keep,dm4_q3_1,,P/A e IMC registado na última consulta clínica?,Seguimento Clínico,TARV Adulto,dm4_q3
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ43.dm4_q3_2,fichas,dm4,select_one yesNoNA,keep,dm4_q3_2,,P/A e IMC registado na última consulta clínica?,Seguimento Clínico,TARV Adulto,dm4_q3
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ43.dm4_q3_3,fichas,dm4,select_one yesNoNA,keep,dm4_q3_3,,P/A e IMC registado na última consulta clínica?,Seguimento Clínico,TARV Adulto,dm4_q3
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ43.dm4_q3_4,fichas,dm4,select_one yesNoNA,keep,dm4_q3_4,,P/A e IMC registado na última consulta clínica?,Seguimento Clínico,TARV Adulto,dm4_q3
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ43.dm4_q3_5,fichas,dm4,select_one yesNoNA,keep,dm4_q3_5,,P/A e IMC registado na última consulta clínica?,Seguimento Clínico,TARV Adulto,dm4_q3
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ43.dm4_q3_6,fichas,dm4,select_one yesNoNA,keep,dm4_q3_6,,P/A e IMC registado na última consulta clínica?,Seguimento Clínico,TARV Adulto,dm4_q3
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ43.dm4_q3_7,fichas,dm4,select_one yesNoNA,keep,dm4_q3_7,,P/A e IMC registado na última consulta clínica?,Seguimento Clínico,TARV Adulto,dm4_q3
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ43.dm4_q3_8,fichas,dm4,select_one yesNoNA,keep,dm4_q3_8,,P/A e IMC registado na última consulta clínica?,Seguimento Clínico,TARV Adulto,dm4_q3
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ43.dm4_q3_9,fichas,dm4,select_one yesNoNA,keep,dm4_q3_9,,P/A e IMC registado na última consulta clínica?,Seguimento Clínico,TARV Adulto,dm4_q3
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ43.dm4_q3_10,fichas,dm4,select_one yesNoNA,keep,dm4_q3_10,,P/A e IMC registado na última consulta clínica?,Seguimento Clínico,TARV Adulto,dm4_q3
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ43.yesCountQ43,fichas,dm4,calculate,keep,yesCountQ43,yesCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ43.noCountQ43,fichas,dm4,calculate,keep,noCountQ43,noCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ43.naCountQ43,fichas,dm4,calculate,keep,naCountQ43,naCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR43.score43_denominator,fichas,dm4,calculate,keep,score43_denominator,countDen,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR43.score43,fichas,dm4,note,remove,score43,question_score,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR43.scoreYes43,fichas,dm4,calculate,keep,scoreYes43,,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR43.scoreNo43,fichas,dm4,calculate,keep,scoreNo43,,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ44.dm4_q4_1,fichas,dm4,select_one yesNoNA,keep,dm4_q4_1,,IMC calculado correctamente na última consulta? (de acordo com o peso e altura actualizados),Seguimento Clínico,TARV Adulto,dm4_q4
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ44.dm4_q4_2,fichas,dm4,select_one yesNoNA,keep,dm4_q4_2,,IMC calculado correctamente na última consulta? (de acordo com o peso e altura actualizados),Seguimento Clínico,TARV Adulto,dm4_q4
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ44.dm4_q4_3,fichas,dm4,select_one yesNoNA,keep,dm4_q4_3,,IMC calculado correctamente na última consulta? (de acordo com o peso e altura actualizados),Seguimento Clínico,TARV Adulto,dm4_q4
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ44.dm4_q4_4,fichas,dm4,select_one yesNoNA,keep,dm4_q4_4,,IMC calculado correctamente na última consulta? (de acordo com o peso e altura actualizados),Seguimento Clínico,TARV Adulto,dm4_q4
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ44.dm4_q4_5,fichas,dm4,select_one yesNoNA,keep,dm4_q4_5,,IMC calculado correctamente na última consulta? (de acordo com o peso e altura actualizados),Seguimento Clínico,TARV Adulto,dm4_q4
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ44.dm4_q4_6,fichas,dm4,select_one yesNoNA,keep,dm4_q4_6,,IMC calculado correctamente na última consulta? (de acordo com o peso e altura actualizados),Seguimento Clínico,TARV Adulto,dm4_q4
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ44.dm4_q4_7,fichas,dm4,select_one yesNoNA,keep,dm4_q4_7,,IMC calculado correctamente na última consulta? (de acordo com o peso e altura actualizados),Seguimento Clínico,TARV Adulto,dm4_q4
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ44.dm4_q4_8,fichas,dm4,select_one yesNoNA,keep,dm4_q4_8,,IMC calculado correctamente na última consulta? (de acordo com o peso e altura actualizados),Seguimento Clínico,TARV Adulto,dm4_q4
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ44.dm4_q4_9,fichas,dm4,select_one yesNoNA,keep,dm4_q4_9,,IMC calculado correctamente na última consulta? (de acordo com o peso e altura actualizados),Seguimento Clínico,TARV Adulto,dm4_q4
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ44.dm4_q4_10,fichas,dm4,select_one yesNoNA,keep,dm4_q4_10,,IMC calculado correctamente na última consulta? (de acordo com o peso e altura actualizados),Seguimento Clínico,TARV Adulto,dm4_q4
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ44.yesCountQ44,fichas,dm4,calculate,keep,yesCountQ44,yesCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ44.noCountQ44,fichas,dm4,calculate,keep,noCountQ44,noCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ44.naCountQ44,fichas,dm4,calculate,keep,naCountQ44,naCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR44.score44_denominator,fichas,dm4,calculate,keep,score44_denominator,countDen,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR44.score44,fichas,dm4,note,remove,score44,question_score,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR44.scoreYes44,fichas,dm4,calculate,keep,scoreYes44,,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR44.scoreNo44,fichas,dm4,calculate,keep,scoreNo44,,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ45.dm4_q5_1,fichas,dm4,select_one yesNoNA,keep,dm4_q5_1,,"O Grau da avaliação nutricional, foi registado na última consulta?",Seguimento Clínico,TARV Adulto,dm4_q5
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ45.dm4_q5_2,fichas,dm4,select_one yesNoNA,keep,dm4_q5_2,,"O Grau da avaliação nutricional, foi registado na última consulta?",Seguimento Clínico,TARV Adulto,dm4_q5
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ45.dm4_q5_3,fichas,dm4,select_one yesNoNA,keep,dm4_q5_3,,"O Grau da avaliação nutricional, foi registado na última consulta?",Seguimento Clínico,TARV Adulto,dm4_q5
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ45.dm4_q5_4,fichas,dm4,select_one yesNoNA,keep,dm4_q5_4,,"O Grau da avaliação nutricional, foi registado na última consulta?",Seguimento Clínico,TARV Adulto,dm4_q5
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ45.dm4_q5_5,fichas,dm4,select_one yesNoNA,keep,dm4_q5_5,,"O Grau da avaliação nutricional, foi registado na última consulta?",Seguimento Clínico,TARV Adulto,dm4_q5
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ45.dm4_q5_6,fichas,dm4,select_one yesNoNA,keep,dm4_q5_6,,"O Grau da avaliação nutricional, foi registado na última consulta?",Seguimento Clínico,TARV Adulto,dm4_q5
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ45.dm4_q5_7,fichas,dm4,select_one yesNoNA,keep,dm4_q5_7,,"O Grau da avaliação nutricional, foi registado na última consulta?",Seguimento Clínico,TARV Adulto,dm4_q5
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ45.dm4_q5_8,fichas,dm4,select_one yesNoNA,keep,dm4_q5_8,,"O Grau da avaliação nutricional, foi registado na última consulta?",Seguimento Clínico,TARV Adulto,dm4_q5
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ45.dm4_q5_9,fichas,dm4,select_one yesNoNA,keep,dm4_q5_9,,"O Grau da avaliação nutricional, foi registado na última consulta?",Seguimento Clínico,TARV Adulto,dm4_q5
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ45.dm4_q5_10,fichas,dm4,select_one yesNoNA,keep,dm4_q5_10,,"O Grau da avaliação nutricional, foi registado na última consulta?",Seguimento Clínico,TARV Adulto,dm4_q5
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ45.yesCountQ45,fichas,dm4,calculate,keep,yesCountQ45,yesCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ45.noCountQ45,fichas,dm4,calculate,keep,noCountQ45,noCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ45.naCountQ45,fichas,dm4,calculate,keep,naCountQ45,naCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR45.score45_denominator,fichas,dm4,calculate,keep,score45_denominator,countDen,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR45.score45,fichas,dm4,note,remove,score45,question_score,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR45.scoreYes45,fichas,dm4,calculate,keep,scoreYes45,,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR45.scoreNo45,fichas,dm4,calculate,keep,scoreNo45,,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ46.dm4_q6_1,fichas,dm4,select_one yesNoNA,keep,dm4_q6_1,,Feito o rastreio para TB na última consulta?,Seguimento Clínico,TARV Adulto,dm4_q6
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ46.dm4_q6_2,fichas,dm4,select_one yesNoNA,keep,dm4_q6_2,,Feito o rastreio para TB na última consulta?,Seguimento Clínico,TARV Adulto,dm4_q6
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ46.dm4_q6_3,fichas,dm4,select_one yesNoNA,keep,dm4_q6_3,,Feito o rastreio para TB na última consulta?,Seguimento Clínico,TARV Adulto,dm4_q6
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ46.dm4_q6_4,fichas,dm4,select_one yesNoNA,keep,dm4_q6_4,,Feito o rastreio para TB na última consulta?,Seguimento Clínico,TARV Adulto,dm4_q6
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ46.dm4_q6_5,fichas,dm4,select_one yesNoNA,keep,dm4_q6_5,,Feito o rastreio para TB na última consulta?,Seguimento Clínico,TARV Adulto,dm4_q6
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ46.dm4_q6_6,fichas,dm4,select_one yesNoNA,keep,dm4_q6_6,,Feito o rastreio para TB na última consulta?,Seguimento Clínico,TARV Adulto,dm4_q6
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ46.dm4_q6_7,fichas,dm4,select_one yesNoNA,keep,dm4_q6_7,,Feito o rastreio para TB na última consulta?,Seguimento Clínico,TARV Adulto,dm4_q6
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ46.dm4_q6_8,fichas,dm4,select_one yesNoNA,keep,dm4_q6_8,,Feito o rastreio para TB na última consulta?,Seguimento Clínico,TARV Adulto,dm4_q6
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ46.dm4_q6_9,fichas,dm4,select_one yesNoNA,keep,dm4_q6_9,,Feito o rastreio para TB na última consulta?,Seguimento Clínico,TARV Adulto,dm4_q6
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ46.dm4_q6_10,fichas,dm4,select_one yesNoNA,keep,dm4_q6_10,,Feito o rastreio para TB na última consulta?,Seguimento Clínico,TARV Adulto,dm4_q6
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ46.yesCountQ46,fichas,dm4,calculate,keep,yesCountQ46,yesCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ46.noCountQ46,fichas,dm4,calculate,keep,noCountQ46,noCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ46.naCountQ46,fichas,dm4,calculate,keep,naCountQ46,naCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR46.score46_denominator,fichas,dm4,calculate,keep,score46_denominator,countDen,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR46.score46,fichas,dm4,note,remove,score46,question_score,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR46.scoreYes46,fichas,dm4,calculate,keep,scoreYes46,,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR46.scoreNo46,fichas,dm4,calculate,keep,scoreNo46,,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ47.dm4_q7_1,fichas,dm4,select_one yesNoNA,keep,dm4_q7_1,,Elegível ao TPT e iniciou o TPT?,Seguimento Clínico,TARV Adulto,dm4_q7
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ47.dm4_q7_2,fichas,dm4,select_one yesNoNA,keep,dm4_q7_2,,Elegível ao TPT e iniciou o TPT?,Seguimento Clínico,TARV Adulto,dm4_q7
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ47.dm4_q7_3,fichas,dm4,select_one yesNoNA,keep,dm4_q7_3,,Elegível ao TPT e iniciou o TPT?,Seguimento Clínico,TARV Adulto,dm4_q7
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ47.dm4_q7_4,fichas,dm4,select_one yesNoNA,keep,dm4_q7_4,,Elegível ao TPT e iniciou o TPT?,Seguimento Clínico,TARV Adulto,dm4_q7
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ47.dm4_q7_5,fichas,dm4,select_one yesNoNA,keep,dm4_q7_5,,Elegível ao TPT e iniciou o TPT?,Seguimento Clínico,TARV Adulto,dm4_q7
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ47.dm4_q7_6,fichas,dm4,select_one yesNoNA,keep,dm4_q7_6,,Elegível ao TPT e iniciou o TPT?,Seguimento Clínico,TARV Adulto,dm4_q7
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ47.dm4_q7_7,fichas,dm4,select_one yesNoNA,keep,dm4_q7_7,,Elegível ao TPT e iniciou o TPT?,Seguimento Clínico,TARV Adulto,dm4_q7
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ47.dm4_q7_8,fichas,dm4,select_one yesNoNA,keep,dm4_q7_8,,Elegível ao TPT e iniciou o TPT?,Seguimento Clínico,TARV Adulto,dm4_q7
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ47.dm4_q7_9,fichas,dm4,select_one yesNoNA,keep,dm4_q7_9,,Elegível ao TPT e iniciou o TPT?,Seguimento Clínico,TARV Adulto,dm4_q7
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ47.dm4_q7_10,fichas,dm4,select_one yesNoNA,keep,dm4_q7_10,,Elegível ao TPT e iniciou o TPT?,Seguimento Clínico,TARV Adulto,dm4_q7
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ47.yesCountQ47,fichas,dm4,calculate,keep,yesCountQ47,yesCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ47.noCountQ47,fichas,dm4,calculate,keep,noCountQ47,noCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ47.naCountQ47,fichas,dm4,calculate,keep,naCountQ47,naCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR47.score47_denominator,fichas,dm4,calculate,keep,score47_denominator,countDen,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR47.score47,fichas,dm4,note,remove,score47,question_score,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR47.scoreYes47,fichas,dm4,calculate,keep,scoreYes47,,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupSR47.scoreNo47,fichas,dm4,calculate,keep,scoreNo47,,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ48.dm4_q8_1,fichas,dm4,select_one yesNoNA,keep,dm4_q8_1,,Elegível ao término de TPT e terminou TPT?,Seguimento Clínico,TARV Adulto,dm4_q8
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ48.dm4_q8_2,fichas,dm4,select_one yesNoNA,keep,dm4_q8_2,,Elegível ao término de TPT e terminou TPT?,Seguimento Clínico,TARV Adulto,dm4_q8
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ48.dm4_q8_3,fichas,dm4,select_one yesNoNA,keep,dm4_q8_3,,Elegível ao término de TPT e terminou TPT?,Seguimento Clínico,TARV Adulto,dm4_q8
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ48.dm4_q8_4,fichas,dm4,select_one yesNoNA,keep,dm4_q8_4,,Elegível ao término de TPT e terminou TPT?,Seguimento Clínico,TARV Adulto,dm4_q8
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ48.dm4_q8_5,fichas,dm4,select_one yesNoNA,keep,dm4_q8_5,,Elegível ao término de TPT e terminou TPT?,Seguimento Clínico,TARV Adulto,dm4_q8
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ48.dm4_q8_6,fichas,dm4,select_one yesNoNA,keep,dm4_q8_6,,Elegível ao término de TPT e terminou TPT?,Seguimento Clínico,TARV Adulto,dm4_q8
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ48.dm4_q8_7,fichas,dm4,select_one yesNoNA,keep,dm4_q8_7,,Elegível ao término de TPT e terminou TPT?,Seguimento Clínico,TARV Adulto,dm4_q8
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ48.dm4_q8_8,fichas,dm4,select_one yesNoNA,keep,dm4_q8_8,,Elegível ao término de TPT e terminou TPT?,Seguimento Clínico,TARV Adulto,dm4_q8
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ48.dm4_q8_9,fichas,dm4,select_one yesNoNA,keep,dm4_q8_9,,Elegível ao término de TPT e terminou TPT?,Seguimento Clínico,TARV Adulto,dm4_q8
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ48.dm4_q8_10,fichas,dm4,select_one yesNoNA,keep,dm4_q8_10,,Elegível ao término de TPT e terminou TPT?,Seguimento Clínico,TARV Adulto,dm4_q8
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ48.yesCountQ48,fichas,dm4,calculate,keep,yesCountQ48,yesCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ48.noCountQ48,fichas,dm4,calculate,keep,noCountQ48,noCount,,Seguimento Clínico,TARV Adulto,
FM TARV Adulto_groupForm.group_seguimento_clinico.subgroupQ48.naCountQ48,fichas,dm4,calculate,keep,naCountQ48,naCount,,Seguimento Clínico,TARV Adulto,
